userName,score,Date,content
arifin harahap,5,12/13/2021 21:08,Alhamdulillah aplikasi ini sangat membantu trimakasih
zakariya ahmeed,5,12/13/2021 20:37,Semoga tambah maju PLN..
Pipit Indriani,2,12/13/2021 20:29,Mau downliad app ini susah.e puoLL
Fahrukans Alkangeany,5,12/13/2021 20:15,"Ok.sangat membantu,dan lebih muda daftar pasang baru,bahkan lebih mantap lagi,kita bisa ikut Undian lho,dg syarat punyak Kupon min 10 ini mah OkðŸ‘ Buangeetz,.(Kupun bisa didapat,dari daftar pasang baru/PB,bisa dri beli token,bisa juga ajak teman dan tambah Idpel kita. Iya semoga saya juga bagian yg dapat Undiannya, Oo iya ada yg lebih Heboh ni Kita bisa Cuan bberapa pralatan yg sangat bernilai dg syarat kita harus ikut tebak & benar tebakannya.,OkðŸ‘ kan,!siapa tahu kita yg bruntung.,ðŸ˜€ðŸ‘ðŸ‘ðŸ‘"
Ary Wahyu,5,12/13/2021 20:08,"Aplikasi yg terbaru keren, good job PLN"
Bintang Alam,5,12/13/2021 20:08,kode referal LNFIRO silahkan di masukan
suryo yudianto,1,12/13/2021 19:57,Tidak ada solusi pengaduan cmn dijawab akan ditindak lanjuti oleh Billman tp tidak ada kelanjutan pengaduan lewat CS Juga Susah harus Antri dan kalo Error' ulang lg antri dari Awal
I Wayan Sandiasa,1,12/13/2021 19:06,Service buruk dan sangat mengecewakan.
Putra Wijaya Kusuma,5,12/13/2021 19:03,Mempermudah dlm pengisian token
Agoes Houssie,4,12/13/2021 18:53,Makin komplit makin dihati
ruby feeza,5,12/13/2021 18:41,Nyoba2 bikin aduan lewat aplikasi ini..alhamdulillah fast respon.tp jgn keseringan d matiin listriknya..
far sya,5,12/13/2021 18:27,Dengan download aplikasi ini sangat bermanfaat sekali untuk mengecek token dan pemasangan baru token juga terima kasih PLN semoga selalu jaya dalam mengembangkan teknologi nya salam pintarðŸ˜ðŸ˜â¤ï¸â¤ï¸
reza dwi agus setyawan,5,12/13/2021 18:18,"Bener2 mantap update'an yg ini aplikasi smooth trs pengaduan pun cepet petugas ada yg datang, lanjutkan ya PLN jgn kek bumn sebelah telkom msh ampaaaaaaaaaaasnya luar biasa"
arief affandy (affand),1,12/13/2021 18:00,"krng bermanfaat, skr lapor tidak bisa pengisian pls lisrtik harus tlp dan gk murah tlp. bukan mslh penanganan lapangan tp yg saya keluhkan tetang pelaporan"
muhammad noor effendie,1,12/13/2021 17:38,Asli kecewa auto uninstal
Abu Fauzan,1,12/13/2021 17:32,Apl telalu Ribet gas jelas sekelas bumn bikin apl bukanya mempermudah Malah Ribet gal jelas
Sarah Sitio Official,5,12/13/2021 17:31,"Aplikasinya sangat membantu, sukses buat PLN Indonesia"
Singgih Eka,5,12/13/2021 17:13,Aplikasi yg sangat membantu sekali untuk cek dan info tentang listrik dirumah kita. Sy harap rewardnya diperbanyak lagi..
King Kong,5,12/13/2021 16:54,PLN mobile mantap
Taufiqah Nasyiwa,5,12/13/2021 16:54,Apk sangat penting
Sulastri Sulastri,5,12/13/2021 16:36,Apk sangat penting bagi masyarakat
aang gunaidi,5,12/13/2021 16:31,"Sangat membantu aplikasi ini,terimakasih PLN. Yang mau download silahkan pakai kode referal ini LSMHEW salam sukses buat semua, Aamiin."
BBLGaming11,5,12/13/2021 16:25,Asmkm nitlong pln faisal d uala baru tidak bisa masok pulsa
Mia Rumiati,5,12/13/2021 15:58,Terimakasih PLN mobile
Dwi Prayogo,5,12/13/2021 15:53,Sangat membantu ðŸ™
Azkia,5,12/13/2021 15:37,Pln mibile mantap
Zuhra Zuhra,5,12/13/2021 15:18,PLN mobile mudah
Andrianur arnad andry,5,12/13/2021 15:16,Aplikasi sangat penting
Risky Al ibrahim,5,12/13/2021 15:00,Aplikasi sangat penting
Zainora Nora,5,12/13/2021 14:37,Pln mobile sangat terbantu
Rani Soraya,5,12/13/2021 14:29,Aplikasi yg bagus memudahkan dalam urusan kelistrikan
herlangga ardiansyah,1,12/13/2021 14:21,"Kecewa banget sama pelayanannya entah dari petugas lapangan atau dari aplikasinya:)sangat"" ga ngebantu:)"
Nameless,1,12/13/2021 14:15,"CS slow respon parah, kayak chat Ama artis korea"
Maniar Ros,5,12/13/2021 14:00,Terimakasih telah memudahkan kami bertransaksi
Julianis Anis,5,12/13/2021 13:49,Pln mobile mudah
Mhd Alim,5,12/13/2021 13:46,Terimakasih telah membantu kami ber Transaksi
Ginda Susianto,4,12/13/2021 13:35,Ssmoga aplikasinya usefull
Sskpuspita Siska,5,12/13/2021 13:09,"Sangat bermanfaat sekali, sangat membantu..."
Agung Pratama,5,12/13/2021 13:04,Aplikasi bagus ini rii
Rayden dien Poetrapadjadjaran,4,12/13/2021 12:57,Membantu skali
mahmud nopriyanto,2,12/13/2021 12:45,sebaiknya ada jg buat isi saldo.
Nur Kolis 103,4,12/13/2021 12:42,Baguss perluu di tingkatkan.lagi pelan pelan semangattt
Pagoen,1,12/13/2021 12:34,Ribet mau masuk aja susah
Dek Cut,5,12/13/2021 12:33,PLN mobile terbaik
Shuchil Gaming,5,12/13/2021 12:16,Maksih ..aplikasi baik
Nurun Najmi (AMI),5,12/13/2021 12:11,"Baru download semoga gk mengecewakan deh tertarik karena pembayaran bebas admin. Gunakan kode referral saya MBLPP3 saat mendaftar, termakasih"
Zakia Aja,5,12/13/2021 12:05,Plnmobile sangat bagus
Naenk Gojali,5,12/13/2021 11:54,Mantap dah..solusi mudah diatasi dengan PLN mobile
Rid Ridhwan,5,12/13/2021 11:37,Aplikasi bermamfaat
Adhe Setiawan,5,12/13/2021 11:28,"Aplikasi bagus, tampilan bagus dan enak dilihat perlu di tingkatkan kembali. Tapi saat login akun kesulitan kadang IMEI tidak ditemukan padahal sudah terdaftar dan Untuk Fitur riwayat tagihan di tampilkan kembali agar mudah dalam mengawasi penggunaan listrik."
Gajjaaj Gajajsh,5,12/13/2021 11:23,Aplikasi bermamfaat
Lely Surianty,5,12/13/2021 11:19,apk sangat penting bagi pelanggan
Pulsa Cilacap,5,12/13/2021 11:07,Sangat membantu
Umam Algifahri Syuhada,5,12/13/2021 11:06,Apk sangat penting
Fajar Dandi,5,12/13/2021 10:54,"Pengaduan cepat ditanggapi, hanya beberapa jam petugas langsung datang ke rumah"
Jasmi jr Jasmu,5,12/13/2021 10:48,Aplikasi bermamfaat
Widya Eriska,1,12/13/2021 10:36,Dari kemarin sampai sekarang pengaduan enggak bisa gagal terus. Tulisannya coba beberapa saat lagi tapi kenyataannya sampai sekarang tetep enggak bisa di akses sistem pengaduannya
Teddy Haryanto,4,12/13/2021 10:34,Sudah bisa bayar via apk dan belum bisa pakai kartu Visa & Master klo sdh bisa dikasih 5 Bintang plus
dah liana,5,12/13/2021 10:29,Pln mobile mudah
Dariani Dariani,5,12/13/2021 10:27,Aplikasi bermampaat
saf rijal,5,12/13/2021 10:17,Bagus sekali aplikasi ini
Zahara Sibuk nisa,5,12/13/2021 10:07,Pln mobile sangat berguna
Liah pbg,1,12/13/2021 9:56,Di download susahnya setengah mati
iskandar zed,1,12/13/2021 9:51,Min pertanggal 29 Nov Kmarin saya beli Token Listrik Melalui APLIKASI PLN MOBIL. Sudah transaksi dan bayar lewat VA Bank Mandiri. Tapi No Tokennya gk dikirim. Saya sudah ajukan keluhan. Tp yg nanggapi PLN Daerah setempat Saja. Blm ada tanggapan. Dibantu min. 100 ribu Min saya beli Tokennya. Tolong di Atensi.
Lia Tjahya,5,12/13/2021 9:30,"Sangat membantu dan lbh efektif buat saya.. Apalagi dengan kemajuan teknologi sekarang yg berkembang pesat saat ini memang diperlukan aplikasi seperti ini, apalagi perusahaan sebesar PLN hrs bisa mengikuti perkembangan teknollogi.. Maju terus PLN"
STAY TIPS,1,12/13/2021 9:28,Aplikasi pembohong tulisanya penanganan selesai tapi gak ada penanganan
Nurdien,5,12/13/2021 9:24,Sangat mempermudah Terima kasih banyak.
Teteh manisyangdingin,1,12/13/2021 9:24,"Listrik udh di bayar, lewat aplikasi lain pas cek aplikasi plnnya sendrii masih ada tagihan, tolong dong di bgusin lagi klo udh di bayr tandai udh lunas, jgn bkin org pusing"
Aisyah Aisyah,5,12/13/2021 9:17,Bagus dan sangat mudah
arvian mukti,5,12/13/2021 8:31,Listrik dalam genggaman
Amel Z,5,12/13/2021 7:58,Semoga semakin cepat petugas nya buat menangani gangguan
Dian Rahmawati,5,12/13/2021 5:51,Terima kasih PLN sudah menghadirkan aplikasi PLN Mobile yang sangat bermanfaat untuk pembayaran tagihan....
Dita Elzam,5,12/13/2021 5:41,"Pelayanan yang bagus,gak ribet. Memudahkan saya membayar tagihan di kampung tempat orang tua dan beli token di rumah kami dan mertua.. sebenarnya bisa langsung bayar dri m-banking atau apk dompet digital lain nya.. Tapi yang membuat saya mengunakan dan membeli kebutuhan listrik di aplikasi PLN mobile, kalau ada kendala soal listrik Di rumah bisa langsung konsultasi dan ngadu ke pihak pln nya.. semoga apk ini bermanfaat seperti yang di harapkan saya dan masyarakat.."
Sarno Rekso,3,12/13/2021 4:58,"Meteranku no 32 0147 8108 5 klo dimasukin no pulsa baru selalu GAGAL, bgmn solusinya ?"
Mohammad Zaini,5,12/13/2021 4:44,Pembayaran dg Debit BSI belum Bisa
Wika fika Akbar,4,12/13/2021 4:22,Masih agak bingung tuk info chat d apl
Wida Yanti,5,12/13/2021 3:26,Aplikasi yg sangat bermanfaat
Marlina Putri,1,12/13/2021 0:17,Satu aja dulu soalnya blom di acc
Rizka Mirza,1,12/12/2021 23:59,"halooo pln,,,,, semisal token listrik tidak bisa di masukan,,,,,padahal dh temgah malam,plsa hpir habis beli pulsa ga bisa diasukin itu pelanggan harus gemana,,,,mohon pencerahan minta PANDUAN BISA LEWAT aplikasi PLN MOBILE pa gak,,,, trimakasih"
Rosul Juned,5,12/12/2021 23:40,Good mempermudah pelanggan
nofa ristanto,3,12/12/2021 22:30,"Dulu bisa check pemakaian listrik tiap bulannya berapa, sekarang tidak bisa"
nana diah,5,12/12/2021 21:57,Bermanfaat tidak habisin pulsa tlp kalau mau pengaduan gangguan
Dwi Yanto,5,12/12/2021 21:36,Mudah dan akurat
Nur Ina,5,12/12/2021 21:34,Membantu sekali ðŸ‘ðŸ‘ðŸ‘
wildan sya,1,12/12/2021 20:52,Tiap hujan sama mau hujan pasti padam capek laporan
Argha Romadhoni,1,12/12/2021 20:42,"Parah, lama kali respon nya, telpon 123 pun juga gak ada respon, parah parah"
Komang Bali Tourdriver,5,12/12/2021 20:27,Bagus sekali aplikasinya.
Anggoro Kusumo,5,12/12/2021 20:09,Aplikasi yg sangat membantu untuk pengaduan juga cepat penangananya
Nella Fernania,4,12/12/2021 20:08,Saya sudah download namun bingung bagaimana cara mendapat id iconnet buat membayar bulanan? Karena saya baru daftar bulan lalu dan mau bayar tagihan bulan ini tapi tidak ada pemilihan pembayaran di aplikasi
Nasrun Amrullah,5,12/12/2021 19:40,Mempermudah layanan pengaduan
Pengguna Google,5,12/12/2021 19:35,TAMBAH FITUR CETAK STRUK VIA PRINTER BLUETOOTH DAN EDIT HARGA DAN ADMIN KAK
I Wayan Cenik,3,12/12/2021 18:37,Aplikasi tdk bisa diupdate...diinstal ulang juga gk bisa. Ya sdhlah jadinya dihapus sj.
lihai banar,5,12/12/2021 18:30,sangat membantu sekali untuk pengaduan terkait masalah listrik d rumah
Maysa Dwi,1,12/12/2021 18:29,Responnya lama udah 1 hari ngga di respon respon terus
Muhammad Rosun,5,12/12/2021 18:06,Sangat membantu
Farid Dermawan,5,12/12/2021 18:02,Sangat membantu
Panji Asmoro,5,12/12/2021 17:51,Laporan kami langsung di tanggapi dengan baik
aifama alba,2,12/12/2021 17:47,Klo apk ny bagus nanti.aq kasi bintanf 5 deh.
Mahmud Elphie,5,12/12/2021 17:28,Recommended deh bagus
Rahmat Saputra,5,12/12/2021 17:19,Tolong kalo bayar listrik lebih awal kasih diskon donk. Tarif listrik mahal. Di tinjau kembali donk untuk penurunan tarif
Agung Budiaji,5,12/12/2021 16:42,Aplikasi sangat membantu
Ayu Sinta241,5,12/12/2021 16:40,"Pelayanan nya sangat baik dan fast respon, segera di tangani bila ada ada gangguan"
V w,5,12/12/2021 16:34,Terimakasih PLN kami merasa sgt terbantu dan aplikasinya bagus
Top Banget,5,12/12/2021 16:11,Kapan iconnet nyampe daerah saya
sumanto loyo,5,12/12/2021 14:41,Sulusi cepat pengaduan gangguan listrik dirumah dan tetangga
Etty yahtini PT hds,2,12/12/2021 14:17,"Siang PLN ,kami sekarang di Simalungun tepatnya di bahapel depan RS Laras pasar 3 disini setiap hari pemadaman listrik sangat sering sekali mohon di perhatikan terima kasih"
batara simbolon,1,12/12/2021 14:13,Jaringan internet belum luas.. khusus Jakarta timur. Saya di Pulo gadung aja belum ada..
Ujang Irawan,5,12/12/2021 13:49,Terima kasih dengan adanya aplikasi ini semua menjadi mudah terutama untuk beli token
Thama Muhammad,5,12/12/2021 13:29,Penggunaan mudah & bermanfaat TKS PLN MOBILE ðŸ¤©ðŸ¤©ðŸ¤©
Dody Nugraha,5,12/12/2021 13:14,Sangat berguna dan bermanfaat
Apippudin A'dian,4,12/12/2021 13:11,Pelayanan sudah bagus lebih di tingkatkan lagi pelayanan nya
Kris KurniawanY2Y,5,12/12/2021 13:07,Membantu sangat
amry Palindangan,5,12/12/2021 12:54,sangat terbantu dgan apk ini..salut
IRMAYANTI,5,12/12/2021 12:53,"Sangat membantu.. Skrg mau cek daya mau naikin daya gak Perlu repot"" Lg ke kantornya ckup di aplikasi aj, dari rumah smua bisa beress.."
Niniluh Jinggan,5,12/12/2021 12:52,Pelayanan bagus
Muhammad Khozin,5,12/12/2021 12:35,Mudah dan cepat
heriyanto anu,5,12/12/2021 12:32,"Alhamdulillah dengan adanya applikasi PLN Mobile ini, dapat membantu apabila ada masalah dan mendapatkan informasi yang diinginkan."
Boss Man,5,12/12/2021 12:31,Permudah penambahan daya menggunakan aplikasi ini..
Wahidin Spd,5,12/12/2021 12:28,Kami ucapkan terimakasih kepada pln selama ini lampu tidak padam
Hulu Hilir,5,12/12/2021 12:28,"Pengalaman pertama menggunakan aplikasi untuk melaporkan masalah token yang gagal terus saat diinput, dua kali beli token. Lapor lewat aplikasi ini, selang 3 jam masalah terselesaikan (Walaupun saat itu jam 10 malam) dg datangnya petugas. Respek buat pelayanan cepatnya. Semoga tetap seperti itu atau bahkan ditingkatkan"
wahyu adi gunarto,2,12/12/2021 12:06,"Kenapa gk bisa menemukan titik lokasi ya, udah di coba dari kmren gagal trs...bisa nya gk prnah ada masalah, mau mengajukan keluhan jdi gk bisa , PARAH"
Kar Man,5,12/12/2021 11:59,Mudah dan bagus
City Cell,5,12/12/2021 11:57,Sangat membantu
Maimunah Maimunah,5,12/12/2021 11:51,Pengaduan cepat ditanggapi
Ferry Irawan,3,12/12/2021 11:49,"Bermanfaat, hanya saja lebih ditingkatkan lg utk promo internet iconnect agar jangkauannya lebih luas mengingat provider lain sdh lebih jauh didepan."
Giyanto 12,5,12/12/2021 11:34,Bagus sangat membantu
Jae Lani,5,12/12/2021 11:13,Bagus sekali sampel
Yetty Asnidah,5,12/12/2021 10:56,sangat membantu
Chandra Kartawan,5,12/12/2021 10:52,"Aplikasi ini sangat membantu sekali, mulai dari pembelian token, gangguan kelistrikan sampai naik daya dan masih banyak lagi bisa di dapatkan manfaatnya, proses cepat dan praktis, apa lagi saat ini ada undiannya. Terimakasih PLN pintar semoga maju terus."
Rabiaton,5,12/12/2021 10:20,PLN m0bile sangat bermanfaat
Hitam Putih,5,12/12/2021 10:10,"Pembayaran jadi lebih mudah. Khusus untuk pengguna baru gunakan Kode Referall ã€ï»¿ð–ðˆððŸ“ðŸð”ã€‘ Supaya kamu mendapatkan bonus awal saat kamu upgrade akun anda, aplikasi terbaik semua hanya di kerjakan dengan satu aplikasi dan hasilnya sangat memuaskan, mari buktikan.<<!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
Wan Gian,5,12/12/2021 10:06,Memudahkan dalam estimasi rencana hitung biaya
Rismawati Wati,5,12/12/2021 9:49,Sangat membantu
alend alam,1,12/12/2021 9:49,"Input token berkali2 gagal,padahal nomor sudah benar,"
Zaky Zafistra,5,12/12/2021 9:44,Saya sangat puas dengan aplikasi PLN Mobile. Pelayanan maksimal gak buat ribet . Sukses buat PLN ðŸ‘ðŸ‘ðŸ‘
Afrit suwarno,5,12/12/2021 8:50,Sangat membantu
Jack Rappi,5,12/12/2021 8:20,Baguss.. Layanan sangat cepat.. Terimakasih... Salam PLN..
Muhammad Mugni,4,12/12/2021 8:14,"Bagus banget, praktis"
Mozehrah Jinggo,5,12/12/2021 8:11,Aplikasi ini lengkap dan praktis tinggal nunggu petugasnya langsung datang
Julvi Yaqdzan,5,12/12/2021 8:09,Ok banget aplikasinya sangat luar biasa
Rini Tama,5,12/12/2021 7:46,Mantap cepat tanggap. Dipertahankan terus kinerjanya dalam melayani masyarakatðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘
Aldo Idzam,5,12/12/2021 7:09,"Banyak membantu ,utk byar listrik dll terkait kelistrikan dirumah"
Freddy Angkakusuman,5,12/12/2021 6:58,"PLN, sekarang lebih mudah, modern, dan cepat!!! Tolong bagian lapangan diperhatikan no tipu 2 bagi yg belum paham dengan perubahan ini...Berikan arahan yg jelas supaya tidak ada kerugian negara,Sukses selalu PLN 123 desember (2021)"
mujijatnika akew,5,12/12/2021 3:27,cepet tanggap.. terimakasih sangat membantu dalam pelayannannya...
Melly Fajeria,3,12/12/2021 2:04,Aplikasi belum sepenuhnya bisa membatu tolong di tingkat kan lagi sistem pengaduan nya terutama di bagian pelaksanaan di lapangan kalau bisa harus ada ranting dari setiap petugas nya biar setiap petugas nya harus ada tanggung jawabnya....
